INTEGER;CATEGORICAL;STRING;DOUBLE
#;Estado;Nome Município;Valor
624;CEARÁ;ITAITINGA;3994853
625;CEARÁ;CHORO;2497433
626;CEARÁ;ACARAPE;2304303
627;CEARÁ;BANABUIU;2996971
628;CEARÁ;BARREIRA;3178924
629;CEARÁ;BARROQUINHA;2712415
630;CEARÁ;CHOROZINHO;3076034
631;CEARÁ;CROATA;3093079
632;CEARÁ;DEPUTADO IRAPUAN PINHEIRO;1736512
633;CEARÁ;ERERE;1052563
634;CEARÁ;EUSEBIO;5325904
635;CEARÁ;GRACA;2721738
636;CEARÁ;GUAIUBA;3998285
637;CEARÁ;HORIZONTE;5908766
638;CEARÁ;IBARETAMA;2464219
639;CEARÁ;IBICUITINGA;1984344
640;CEARÁ;IPAPORANGA;2284444
641;CEARÁ;MADALENA;3268734
642;CEARÁ;MIRAIMA;2248871
643;CEARÁ;OCARA;3937428
644;CEARÁ;PINDORETAMA;2475535
645;CEARÁ;PIRES FERREIRA;1523464
646;CEARÁ;POTIRETAMA;1328430
647;CEARÁ;SALITRE;3578900
648;CEARÁ;TARRAFAS;2136345
649;CEARÁ;TEJUCUOCA;3002174
650;CEARÁ;TURURU;2558328
651;CEARÁ;ABAIARA;1828666
652;CEARÁ;ACARAU;10086899
653;CEARÁ;ACOPIARA;8700573
654;CEARÁ;AIUABA;3091491
655;CEARÁ;ALCANTARAS;1712651
656;CEARÁ;ALTANEIRA;1310687
657;CEARÁ;ALTO SANTO;2886159
658;CEARÁ;ANTONINA DO NORTE;1301608
659;CEARÁ;APUIARES;2112669
660;CEARÁ;AQUIRAZ;8315754
661;CEARÁ;ARACATI;9477270
662;CEARÁ;ARACOIABA;4272832
663;CEARÁ;ARARIPE;4490648
664;CEARÁ;ARATUBA;2100618
665;CEARÁ;ARNEIROZ;1104874
666;CEARÁ;ASSARE;4603133
667;CEARÁ;AURORA;4385084
668;CEARÁ;BAIXIO;1091618
669;CEARÁ;BARBALHA;8788665
670;CEARÁ;BARRO;3635693
671;CEARÁ;BATURITE;5392926
672;CEARÁ;BEBERIBE;8486329
673;CEARÁ;BELA CRUZ;4998478
674;CEARÁ;BOA VIAGEM;10035773
675;CEARÁ;BREJO SANTO;7215976
676;CEARÁ;CAMOCIM;9405661
677;CEARÁ;CAMPOS SALES;5014178
678;CEARÁ;CANINDE;13562237
679;CEARÁ;CAPISTRANO;2938435
680;CEARÁ;CARIDADE;3101182
681;CEARÁ;CARIRE;3587178
682;CEARÁ;CARIRIACU;5192952
683;CEARÁ;CARIUS;3458902
684;CEARÁ;CARNAUBAL;2542200
685;CEARÁ;CASCAVEL;9685411
686;CEARÁ;CATARINA;2203142
687;CEARÁ;CAUCAIA;31361550
688;CEARÁ;CEDRO;4322751
689;CEARÁ;CHAVAL;2427706
690;CEARÁ;COREAU;4036804
691;CEARÁ;CRATEUS;11661619
692;CEARÁ;CRATO;16777291
693;CEARÁ;FARIAS BRITO;3649817
694;CEARÁ;FORTALEZA;198641507
695;CEARÁ;FRECHEIRINHA;2236900
696;CEARÁ;GENERAL SAMPAIO;1035091
697;CEARÁ;GRANJA;8380324
698;CEARÁ;GRANJEIRO;980594
699;CEARÁ;GROAIRAS;1716645
700;CEARÁ;GUARACIABA DO NORTE;7555170
701;CEARÁ;GUARAMIRANGA;758805
702;CEARÁ;HIDROLANDIA;3438318
703;CEARÁ;IBIAPINA;3911958
704;CEARÁ;ICO;12371685
705;CEARÁ;IGUATU;11938171
706;CEARÁ;INDEPENDENCIA;4631382
707;CEARÁ;IPAUMIRIM;2141436
708;CEARÁ;IPU;7513743
709;CEARÁ;IPUEIRAS;7513566
710;CEARÁ;IRACEMA;2275033
711;CEARÁ;IRAUCUBA;3928863
712;CEARÁ;ITAICABA;1246442
713;CEARÁ;ITAPAGE;7672408
714;CEARÁ;ITAPIPOCA;19202587
715;CEARÁ;ITAPIUNA;3584105
716;CEARÁ;ITATIRA;3927592
717;CEARÁ;JAGUARETAMA;3542335
718;CEARÁ;JAGUARIBARA;1890055
719;CEARÁ;JAGUARIBE;5454384
720;CEARÁ;JAGUARUANA;5436294
721;CEARÁ;JARDIM;4761117
722;CEARÁ;JATI;1246303
723;CEARÁ;JUAZEIRO DO NORTE;31347440
724;CEARÁ;JUCAS;4354870
725;CEARÁ;LAVRAS DA MANGABEIRA;5279715
726;CEARÁ;LIMOEIRO DO NORTE;6480871
727;CEARÁ;MARANGUAPE;16432861
728;CEARÁ;MARCO;4434623
729;CEARÁ;MARTINOPOLE;1877170
730;CEARÁ;MASSAPE;5538099
731;CEARÁ;MAURITI;8868486
732;CEARÁ;MERUOCA;2111017
733;CEARÁ;MILAGRES;5361095
734;CEARÁ;MISSAO VELHA;6559383
735;CEARÁ;MOMBACA;8622577
736;CEARÁ;MONSENHOR TABOSA;3572130
737;CEARÁ;MORADA NOVA;11518184
738;CEARÁ;MORAUJO;1498416
739;CEARÁ;MORRINHOS;3632777
740;CEARÁ;MUCAMBO;2268930
741;CEARÁ;MULUNGU;2055529
742;CEARÁ;NOVA OLINDA;2692598
743;CEARÁ;NOVA RUSSAS;5191554
744;CEARÁ;NOVO ORIENTE;5474582
745;CEARÁ;OROS;3643795
746;CEARÁ;PACAJUS;7456473
747;CEARÁ;PACATUBA;7412936
748;CEARÁ;PACOTI;1913616
749;CEARÁ;PACUJA;996517
750;CEARÁ;PALHANO;1547168
751;CEARÁ;PALMACIA;1731023
752;CEARÁ;PARACURU;5309546
753;CEARÁ;PARAMBU;5408339
754;CEARÁ;PARAMOTI;2068227
755;CEARÁ;PEDRA BRANCA;7806393
756;CEARÁ;PENAFORTE;1552391
757;CEARÁ;PENTECOSTE;5908873
758;CEARÁ;PEREIRO;2839572
759;CEARÁ;PIQUET CARNEIRO;2868317
760;CEARÁ;PORANGA;2176056
761;CEARÁ;PORTEIRAS;2850050
762;CEARÁ;POTENGI;1741726
763;CEARÁ;QUIXADA;12358430
764;CEARÁ;QUIXERAMOBIM;11947649
765;CEARÁ;QUIXERE;3226864
766;CEARÁ;REDENCAO;4299322
767;CEARÁ;RERIUTABA;3409330
768;CEARÁ;RUSSAS;8069934
769;CEARÁ;SABOEIRO;3284553
770;CEARÁ;SANTANA DO ACARAU;5567353
771;CEARÁ;SANTANA DO CARIRI;3537510
772;CEARÁ;SANTA QUITERIA;8238714
773;CEARÁ;SAO BENEDITO;6973273
774;CEARÁ;SAO GONCALO DO AMARANTE;7308160
775;CEARÁ;SAO JOAO DO JAGUARIBE;1124575
776;CEARÁ;SAO LUIS DO CURU;2021567
777;CEARÁ;SENADOR POMPEU;4495236
778;CEARÁ;SENADOR SA;1310446
779;CEARÁ;SOBRAL;19339283
780;CEARÁ;SOLONOPOLE;2684145
781;CEARÁ;TABULEIRO DO NORTE;4598864
782;CEARÁ;TAMBORIL;4952971
783;CEARÁ;TAUA;8835297
784;CEARÁ;TIANGUA;12338747
785;CEARÁ;TRAIRI;9660484
786;CEARÁ;UBAJARA;2929455
787;CEARÁ;UMARI;1457856
788;CEARÁ;URUBURETAMA;3488291
789;CEARÁ;URUOCA;2444960
790;CEARÁ;VARZEA ALEGRE;6653783
791;CEARÁ;VICOSA DO CEARA;10982146
792;CEARÁ;MARACANAU;22744920
793;CEARÁ;AMONTADA;7110152
794;CEARÁ;CRUZ;4054108
795;CEARÁ;FORQUILHA;2788353
796;CEARÁ;ICAPUI;2980325
797;CEARÁ;ITAREMA;6444848
798;CEARÁ;MILHA;2441750
799;CEARÁ;PARAIPABA;4957048
800;CEARÁ;QUIXELO;2819927
801;CEARÁ;UMIRIM;3074476
802;CEARÁ;VARJOTA;2966388
803;CEARÁ;QUITERIANOPOLIS;4263967
804;DISTRITO FEDERAL;BRASILIA;83489924
805;ESPÍRITO SANTO;BREJETUBA;1382328
806;ESPÍRITO SANTO;MARATAIZES;2901500
807;ESPÍRITO SANTO;PONTO BELO;1033259
808;ESPÍRITO SANTO;SAO ROQUE DO CANAA;491149
809;ESPÍRITO SANTO;SOORETAMA;2216745
810;ESPÍRITO SANTO;VILA VALERIO;1156009
811;ESPÍRITO SANTO;GOVERNADOR LINDEMBERG;771013
812;ESPÍRITO SANTO;MARECHAL FLORIANO;584692
813;ESPÍRITO SANTO;IRUPI;1314144
814;ESPÍRITO SANTO;SAO DOMINGOS DO NORTE;1009589
815;ESPÍRITO SANTO;VILA PAVAO;930131
816;ESPÍRITO SANTO;AFONSO CLAUDIO;3740886
817;ESPÍRITO SANTO;ALEGRE;2161445
818;ESPÍRITO SANTO;ALFREDO CHAVES;955744
819;ESPÍRITO SANTO;ANCHIETA;1133303
820;ESPÍRITO SANTO;APIACA;549443
821;ESPÍRITO SANTO;ARACRUZ;3962731
822;ESPÍRITO SANTO;ATILIO VIVACQUA;594555
823;ESPÍRITO SANTO;BAIXO GUANDU;1973953
824;ESPÍRITO SANTO;BARRA DE SAO FRANCISCO;4858640
825;ESPÍRITO SANTO;BOA ESPERANCA;1493365
826;ESPÍRITO SANTO;BOM JESUS DO NORTE;607219
827;ESPÍRITO SANTO;CACHOEIRO DE ITAPEMIRIM;5943166
828;ESPÍRITO SANTO;CARIACICA;16890507
829;ESPÍRITO SANTO;CASTELO;1415389
830;ESPÍRITO SANTO;COLATINA;4401243
831;ESPÍRITO SANTO;CONCEICAO DA BARRA;3269868
832;ESPÍRITO SANTO;CONCEICAO DO CASTELO;613795
833;ESPÍRITO SANTO;DIVINO DE SAO LOURENCO;474105
834;ESPÍRITO SANTO;DOMINGOS MARTINS;1716691
835;ESPÍRITO SANTO;DORES DO RIO PRETO;457259
836;ESPÍRITO SANTO;ECOPORANGA;2512901
837;ESPÍRITO SANTO;FUNDAO;899529
838;ESPÍRITO SANTO;GUACUI;2199163
839;ESPÍRITO SANTO;GUARAPARI;3813576
840;ESPÍRITO SANTO;IBIRACU;387550
841;ESPÍRITO SANTO;ICONHA;649269
842;ESPÍRITO SANTO;ITAGUACU;1274739
843;ESPÍRITO SANTO;ITAPEMIRIM;3660147
844;ESPÍRITO SANTO;ITARANA;815883
845;ESPÍRITO SANTO;IUNA;3315610
846;ESPÍRITO SANTO;JERONIMO MONTEIRO;769757
847;ESPÍRITO SANTO;LINHARES;8998991
848;ESPÍRITO SANTO;MANTENOPOLIS;1475067
849;ESPÍRITO SANTO;MIMOSO DO SUL;2091666
850;ESPÍRITO SANTO;MONTANHA;1818886
851;ESPÍRITO SANTO;MUCURICI;808176
852;ESPÍRITO SANTO;MUNIZ FREIRE;1854345
853;ESPÍRITO SANTO;MUQUI;972488
854;ESPÍRITO SANTO;NOVA VENECIA;3652003
855;ESPÍRITO SANTO;PANCAS;2782403
856;ESPÍRITO SANTO;PINHEIROS;2545910
857;ESPÍRITO SANTO;PIUMA;698340
858;ESPÍRITO SANTO;PRESIDENTE KENNEDY;1179332
859;ESPÍRITO SANTO;RIO NOVO DO SUL;588816
860;ESPÍRITO SANTO;SANTA LEOPOLDINA;784724
861;ESPÍRITO SANTO;SANTA TERESA;1275727
862;ESPÍRITO SANTO;SAO GABRIEL DA PALHA;1073533
863;ESPÍRITO SANTO;SAO JOSE DO CALCADO;956624
864;ESPÍRITO SANTO;SAO MATEUS;7635058
865;ESPÍRITO SANTO;SERRA;19951376
866;ESPÍRITO SANTO;VIANA;3361793
867;ESPÍRITO SANTO;VILA VELHA;9553319
868;ESPÍRITO SANTO;VITORIA;10564275
869;ESPÍRITO SANTO;MARILANDIA;770040
870;ESPÍRITO SANTO;IBATIBA;2723212
871;ESPÍRITO SANTO;RIO BANANAL;1402424
872;ESPÍRITO SANTO;JAGUARE;2322817
873;ESPÍRITO SANTO;PEDRO CANARIO;2876588
874;ESPÍRITO SANTO;AGUA DOCE DO NORTE;1924153
875;ESPÍRITO SANTO;ALTO RIO NOVO;759279
876;ESPÍRITO SANTO;JOAO NEIVA;521280
877;ESPÍRITO SANTO;LARANJA DA TERRA;1103871
878;ESPÍRITO SANTO;SANTA MARIA DE JETIBA;1076409
879;ESPÍRITO SANTO;VARGEM ALTA;904787
880;ESPÍRITO SANTO;VENDA NOVA DO IMIGRANTE;1098949
881;ESPÍRITO SANTO;AGUIA BRANCA;1146650
882;ESPÍRITO SANTO;IBITIRAMA;916239
883;GOIÁS;CALDAZINHA;238355
884;GOIÁS;JESUPOLIS;247509
885;GOIÁS;PROFESSOR JAMIL;229756
886;GOIÁS;SANTO ANTONIO DE GOIAS;214297
887;GOIÁS;COCALZINHO DE GOIAS;1662986
888;GOIÁS;TEREZOPOLIS DE GOIAS;715841
889;GOIÁS;UIRAPURU;368180
890;GOIÁS;BURITINOPOLIS;552264
891;GOIÁS;BURITI DE GOIAS;269559
892;GOIÁS;GUARAITA;258877
893;GOIÁS;VILA BOA;612903
894;GOIÁS;INACIOLANDIA;399646
895;GOIÁS;APARECIDA DO RIO DOCE;196648
896;GOIÁS;CHAPADAO DO CEU;185858
897;GOIÁS;PEROLANDIA;115599
898;GOIÁS;CIDADE OCIDENTAL;4133812
899;GOIÁS;MONTIVIDIU DO NORTE;631474
900;GOIÁS;CASTELANDIA;395126
901;GOIÁS;SANTO ANTONIO DA BARRA;444746
902;GOIÁS;ALTO HORIZONTE;268737
903;GOIÁS;NOVA IGUACU DE GOIAS;347301
904;GOIÁS;ABADIA DE GOIAS;414299
905;GOIÁS;AGUAS LINDAS DE GOIAS;13892827
906;GOIÁS;AMARALINA;354346
907;GOIÁS;BONOPOLIS;524885
908;GOIÁS;NOVO GAMA;8452980
909;GOIÁS;PORTEIRAO;295630
910;GOIÁS;SANTA RITA DO NOVO DESTINO;394708
911;GOIÁS;SAO PATRICIO;194814
912;GOIÁS;VALPARAISO DE GOIAS;6159425
913;GOIÁS;VILA PROPICIO;525595
914;GOIÁS;CAMPO LIMPO DE GOIAS;495385
915;GOIÁS;GAMELEIRA DE GOIAS;139914
916;GOIÁS;IPIRANGA DE GOIAS;224872
917;GOIÁS;LAGOA SANTA;110745
918;GOIÁS;ABADIANIA;726027
919;GOIÁS;AGUA LIMPA;119874
920;GOIÁS;ALEXANIA;1936841
921;GOIÁS;ALOANDIA;165912
922;GOIÁS;ALTO PARAISO DE GOIAS;676474
923;GOIÁS;ALVORADA DO NORTE;1159239
924;GOIÁS;AMORINOPOLIS;391577
925;GOIÁS;ANAPOLIS;11372983
926;GOIÁS;ANHANGUERA;62455
927;GOIÁS;ANICUNS;1326921
928;GOIÁS;APARECIDA DE GOIANIA;19389897
929;GOIÁS;APORE;154965
930;GOIÁS;ARACU;280795
931;GOIÁS;ARAGARCAS;1366667
932;GOIÁS;ARAGOIANIA;579762
933;GOIÁS;ARUANA;745536
934;GOIÁS;AURILANDIA;319825
935;GOIÁS;AVELINOPOLIS;184312
936;GOIÁS;BALIZA;453177
937;GOIÁS;BARRO ALTO;687162
938;GOIÁS;BELA VISTA DE GOIAS;1247177
939;GOIÁS;BOM JARDIM DE GOIAS;897400
940;GOIÁS;BOM JESUS DE GOIAS;976857
941;GOIÁS;BRAZABRANTES;301573
942;GOIÁS;BRITANIA;306997
943;GOIÁS;BURITI ALEGRE;381725
944;GOIÁS;CABECEIRAS;764859
945;GOIÁS;CACHOEIRA ALTA;547043
946;GOIÁS;CACHOEIRA DE GOIAS;114789
947;GOIÁS;CACU;595261
948;GOIÁS;CAIAPONIA;1054943
949;GOIÁS;CALDAS NOVAS;3644210
950;GOIÁS;CAMPESTRE DE GOIAS;251156
951;GOIÁS;CAMPINORTE;855419
952;GOIÁS;CAMPO ALEGRE DE GOIAS;271325
953;GOIÁS;CAMPOS BELOS;2422150
954;GOIÁS;CARMO DO RIO VERDE;811970
955;GOIÁS;CATALAO;2242197
956;GOIÁS;CATURAI;403525
957;GOIÁS;CAVALCANTE;1655854
958;GOIÁS;CERES;1184747
959;GOIÁS;DIVINOPOLIS DE GOIAS;855580
960;GOIÁS;CORREGO DO OURO;212520
961;GOIÁS;CORUMBA DE GOIAS;820000
962;GOIÁS;CORUMBAIBA;591502
963;GOIÁS;CRISTALINA;3219009
964;GOIÁS;CRISTIANOPOLIS;290761
965;GOIÁS;CRIXAS;1049227
966;GOIÁS;CROMINIA;244958
967;GOIÁS;CUMARI;119395
968;GOIÁS;DAMIANOPOLIS;494098
969;GOIÁS;DAMOLANDIA;183309
970;GOIÁS;DAVINOPOLIS;154775
971;GOIÁS;DIORAMA;285560
972;GOIÁS;EDEIA;383538
973;GOIÁS;ESTRELA DO NORTE;243522
974;GOIÁS;FAZENDA NOVA;426723
975;GOIÁS;FIRMINOPOLIS;846397
976;GOIÁS;FLORES DE GOIAS;1460745
977;GOIÁS;FORMOSA;8363962
978;GOIÁS;FORMOSO;620269
979;GOIÁS;GOIANAPOLIS;807194
980;GOIÁS;GOIANDIRA;327399
981;GOIÁS;GOIANESIA;2855226
982;GOIÁS;GOIANIA;28812161
983;GOIÁS;GOIANIRA;1326448
984;GOIÁS;GOIAS;2312647
985;GOIÁS;GOIATUBA;1791819
986;GOIÁS;GUAPO;1362459
987;GOIÁS;GUARANI DE GOIAS;586785
988;GOIÁS;HEITORAI;376099
989;GOIÁS;HIDROLANDIA;1070398
990;GOIÁS;HIDROLINA;447089
991;GOIÁS;IACIARA;1895630
992;GOIÁS;INHUMAS;2758560
993;GOIÁS;IPAMERI;1625230
994;GOIÁS;IPORA;1470397
995;GOIÁS;ISRAELANDIA;287969
996;GOIÁS;ITABERAI;2796507
997;GOIÁS;ITAGUARU;442816
998;GOIÁS;ITAJA;242734
999;GOIÁS;ITAPACI;1431823
1000;GOIÁS;ITAPIRAPUA;937577
1001;GOIÁS;ITAPURANGA;2370650
1002;GOIÁS;ITARUMA;387681
1003;GOIÁS;ITAUCU;369393
1004;GOIÁS;ITUMBIARA;4657714
1005;GOIÁS;IVOLANDIA;261937
1006;GOIÁS;JANDAIA;512099
1007;GOIÁS;JARAGUA;3501126
1008;GOIÁS;JATAI;3175869
1009;GOIÁS;JAUPACI;314459
1010;GOIÁS;JOVIANIA;316348
1011;GOIÁS;JUSSARA;1646666
1012;GOIÁS;LEOPOLDO DE BULHOES;609394
1013;GOIÁS;LUZIANIA;13695445
1014;GOIÁS;MAIRIPOTABA;184205
1015;GOIÁS;MAMBAI;971435
1016;GOIÁS;MARA ROSA;1006831
1017;GOIÁS;MARZAGAO;165759
1018;GOIÁS;PARANAIGUARA;468453
1019;GOIÁS;MAURILANDIA;963193
1020;GOIÁS;MINEIROS;2877693
1021;GOIÁS;MOIPORA;122610
1022;GOIÁS;MONTE ALEGRE DE GOIAS;1217660
1023;GOIÁS;MONTES CLAROS DE GOIAS;473914
1024;GOIÁS;MORRINHOS;1587737
1025;GOIÁS;MOSSAMEDES;477100
1026;GOIÁS;MOZARLANDIA;1339277
1027;GOIÁS;MUTUNOPOLIS;352580
1028;GOIÁS;NAZARIO;637096
1029;GOIÁS;NEROPOLIS;1372689
1030;GOIÁS;NIQUELANDIA;4175771
1031;GOIÁS;NOVA AMERICA;180885
1032;GOIÁS;NOVA AURORA;94031
1033;GOIÁS;NOVA ROMA;503673
1034;GOIÁS;NOVA VENEZA;783124
1035;GOIÁS;NOVO BRASIL;438828
1036;GOIÁS;ORIZONA;233437
1037;GOIÁS;OURO VERDE DE GOIAS;373992
1038;GOIÁS;OUVIDOR;231290
1039;GOIÁS;PADRE BERNARDO;2715660
1040;GOIÁS;PALMEIRAS DE GOIAS;1450771
1041;GOIÁS;PALMELO;170071
1042;GOIÁS;PALMINOPOLIS;226872
1043;GOIÁS;PANAMA;253573
1044;GOIÁS;PARAUNA;555953
1045;GOIÁS;PETROLINA DE GOIAS;508464
1046;GOIÁS;PILAR DE GOIAS;357896
1047;GOIÁS;PIRACANJUBA;1010468
1048;GOIÁS;PIRANHAS;1024506
1049;GOIÁS;PIRENOPOLIS;1828138
1050;GOIÁS;PIRES DO RIO;1326132
1051;GOIÁS;PONTALINA;1066274
1052;GOIÁS;PORANGATU;4328091
1053;GOIÁS;PORTELANDIA;286341
1054;GOIÁS;POSSE;3329723
1055;GOIÁS;QUIRINOPOLIS;2842085
1056;GOIÁS;RIALMA;681037
1057;GOIÁS;RIANAPOLIS;274846
1058;GOIÁS;RIO VERDE;4403283
1059;GOIÁS;RUBIATABA;1131877
1060;GOIÁS;SANCLERLANDIA;634965
1061;GOIÁS;SANTA BARBARA DE GOIAS;509738
1062;GOIÁS;SANTA CRUZ DE GOIAS;109141
1063;GOIÁS;SANTA HELENA DE GOIAS;1870427
1064;GOIÁS;SANTA RITA DO ARAGUAIA;478090
1065;GOIÁS;SANTA ROSA DE GOIAS;249321
1066;GOIÁS;SANTA TEREZA DE GOIAS;446615
1067;GOIÁS;SANTA TEREZINHA DE GOIAS;1274884
1068;GOIÁS;SAO DOMINGOS;1320970
1069;GOIÁS;SAO FRANCISCO DE GOIAS;508771
1070;GOIÁS;PLANALTINA;8049155
1071;GOIÁS;SAO JOAO D'ALIANCA;1020414
1072;GOIÁS;SAO LUIS DE MONTES BELOS;1702032
1073;GOIÁS;SAO MIGUEL DO ARAGUAIA;2360666
1074;GOIÁS;SAO SIMAO;720791
1075;GOIÁS;SERRANOPOLIS;385412
1076;GOIÁS;SILVANIA;1432796
1077;GOIÁS;SITIO D'ABADIA;409120
1078;GOIÁS;TAQUARAL DE GOIAS;314936
1079;GOIÁS;TRES RANCHOS;184287
1080;GOIÁS;TRINDADE;7421390
1081;GOIÁS;TURVANIA;505505
1082;GOIÁS;URUACU;2370658
1083;GOIÁS;URUANA;1164163
1084;GOIÁS;URUTAI;139584
1085;GOIÁS;VARJAO;290593
1086;GOIÁS;VIANOPOLIS;801738
1087;GOIÁS;ACREUNA;1511314
1088;GOIÁS;MINACU;2632108
1089;GOIÁS;MUNDO NOVO;610000
1090;GOIÁS;NOVA CRIXAS;1522966
1091;GOIÁS;NOVA GLORIA;723165
1092;GOIÁS;VICENTINOPOLIS;578046
1093;GOIÁS;AMERICANO DO BRASIL;344576
1094;GOIÁS;ARAGUAPAZ;728865
1095;GOIÁS;ARENOPOLIS;364531
1096;GOIÁS;CACHOEIRA DOURADA;575400
1097;GOIÁS;DOVERLANDIA;805738
1098;GOIÁS;SANTO ANTONIO DO DESCOBERTO;6271581
1099;GOIÁS;INDIARA;1348414
1100;GOIÁS;CAMPINACU;551938
1101;GOIÁS;SANTA ISABEL;329732
1102;GOIÁS;NOVO PLANALTO;486685
1103;GOIÁS;PALESTINA DE GOIAS;338477
1104;GOIÁS;SANTA FE DE GOIAS;464385
1105;GOIÁS;SAO JOAO DA PARAUNA;121045
1106;GOIÁS;SAO LUIZ DO NORTE;503402
1107;GOIÁS;SAO MIGUEL DO PASSA QUATRO;163104
1108;GOIÁS;SENADOR CANEDO;4968685
1109;GOIÁS;SIMOLANDIA;1036139
1110;GOIÁS;TERESINA DE GOIAS;464372
1111;GOIÁS;TROMBAS;411029
1112;GOIÁS;TURVELANDIA;366212
1113;GOIÁS;ADELANDIA;227158
1114;GOIÁS;AGUA FRIA DE GOIAS;459999
1115;GOIÁS;BONFINOPOLIS;642123
1116;GOIÁS;CAMPOS VERDES;931812
1117;GOIÁS;CEZARINA;455268
1118;GOIÁS;COLINAS DO SUL;358938
1119;GOIÁS;EDEALINA;272296
1120;GOIÁS;FAINA;586358
1121;GOIÁS;GOUVELANDIA;272656
1122;GOIÁS;ITAGUARI;437801
1123;GOIÁS;MATRINCHA;347060
1124;GOIÁS;MIMOSO DE GOIAS;371182
1125;GOIÁS;MONTIVIDIU;569312
1126;GOIÁS;MORRO AGUDO DE GOIAS;241931
1127;GOIÁS;GUARINOS;330775
1128;GOIÁS;RIO QUENTE;120488
1129;MARANHÃO;AGUA DOCE DO MARANHAO;2484764
1130;MARANHÃO;ALTO ALEGRE DO MARANHAO;4631602
1131;MARANHÃO;ALTO ALEGRE DO PINDARE;6042917
1132;MARANHÃO;AMAPA DO MARANHAO;1361024
1133;MARANHÃO;APICUM-ACU;3045781
1134;MARANHÃO;ARAGUANA;2114435
1135;MARANHÃO;BACABEIRA;2509858
1136;MARANHÃO;BACURITUBA;1150472
1137;MARANHÃO;BELAGUA;1353197
1138;MARANHÃO;BELA VISTA DO MARANHAO;1996279
1139;MARANHÃO;BERNARDO DO MEARIM;1075103
1140;MARANHÃO;BOA VISTA DO GURUPI;1503796
1141;MARANHÃO;BOM JESUS DAS SELVAS;5306555
1142;MARANHÃO;BOM LUGAR;2639467
1143;MARANHÃO;BREJO DE AREIA;1422600
1144;MARANHÃO;BURITICUPU;9795810
1145;MARANHÃO;BURITIRANA;2802034
1146;MARANHÃO;CACHOEIRA GRANDE;1963800
1147;MARANHÃO;CAMPESTRE DO MARANHAO;1659691
1148;MARANHÃO;CAPINZAL DO NORTE;2093449
1149;MARANHÃO;CENTRAL DO MARANHAO;1526826
1150;MARANHÃO;CENTRO DO GUILHERME;1666677
1151;MARANHÃO;CENTRO NOVO DO MARANHAO;3067242
1152;MARANHÃO;CIDELANDIA;2490913
1153;MARANHÃO;CONCEICAO DO LAGO-ACU;3182323
1154;MARANHÃO;DAVINOPOLIS;2468384
1155;MARANHÃO;FEIRA NOVA DO MARANHAO;1577271
1156;MARANHÃO;FERNANDO FALCAO;1762908
1157;MARANHÃO;FORMOSA DA SERRA NEGRA;2921042
1158;MARANHÃO;GOVERNADOR EDISON LOBAO;2663919
1159;MARANHÃO;GOVERNADOR LUIZ ROCHA;1462256
1160;MARANHÃO;GOVERNADOR NEWTON BELLO;2335724
1161;MARANHÃO;GOVERNADOR NUNES FREIRE;4953446
1162;MARANHÃO;IGARAPE DO MEIO;2661487
1163;MARANHÃO;ITAIPAVA DO GRAJAU;2760158
1164;MARANHÃO;ITINGA DO MARANHAO;4954873
1165;MARANHÃO;JATOBA;1788364
1166;MARANHÃO;JENIPAPO DOS VIEIRAS;2855962
1167;MARANHÃO;JUNCO DO MARANHAO;1100040
1168;MARANHÃO;LAGOA DO MATO;2059523
1169;MARANHÃO;LAGO DOS RODRIGUES;1683071
1170;MARANHÃO;LAGOA GRANDE DO MARANHAO;2174584
1171;MARANHÃO;LAJEADO NOVO;1427491
1172;MARANHÃO;MARACACUME;3685521
1173;MARANHÃO;MARAJA DO SENA;1659368
1174;MARANHÃO;MARANHAOZINHO;2121544
1175;MARANHÃO;MATOES DO NORTE;1989381
1176;MARANHÃO;MILAGRES DO MARANHAO;1493560
1177;MARANHÃO;NOVA COLINAS;905281
1178;MARANHÃO;NOVA OLINDA DO MARANHAO;3176009
1179;MARANHÃO;OLINDA NOVA DO MARANHAO;2576405
1180;MARANHÃO;PAULINO NEVES;3039861
1181;MARANHÃO;PEDRO DO ROSARIO;5017142
1182;MARANHÃO;PERITORO;4335708
1183;MARANHÃO;PORTO RICO DO MARANHAO;1438231
1184;MARANHÃO;PRESIDENTE MEDICI;1157837
1185;MARANHÃO;PRESIDENTE SARNEY;3701017
1186;MARANHÃO;RAPOSA;5388432
1187;MARANHÃO;RIBAMAR FIQUENE;1109006
1188;MARANHÃO;SANTA FILOMENA DO MARANHAO;1261417
1189;MARANHÃO;SANTANA DO MARANHAO;2019625
1190;MARANHÃO;SANTO AMARO DO MARANHAO;2521996
1191;MARANHÃO;SAO DOMINGOS DO AZEITAO;1169814
1192;MARANHÃO;SAO FRANCISCO DO BREJAO;1538030
1193;MARANHÃO;SAO JOAO DO CARU;2511143
1194;MARANHÃO;SAO JOAO DO PARAISO;1850242
1195;MARANHÃO;SAO JOAO DO SOTER;3601490
1196;MARANHÃO;SAO JOSE DOS BASILIOS;1592741
1197;MARANHÃO;SAO PEDRO DA AGUA BRANCA;2307738
1198;MARANHÃO;SAO PEDRO DOS CRENTES;771121
1199;MARANHÃO;SAO RAIMUNDO DO DOCA BEZERRA;989756
1200;MARANHÃO;SAO ROBERTO;1072469
1201;MARANHÃO;SATUBINHA;1697091
